1.000000,0.089072,0.154340,0.025955,0.004950,0.040806,0.022613,0.001975,0.299220,0.031771,0.028244,0.077439,0.300264,0.117168,0.012489,0.044843
0.089072,1.000000,0.001298,0.034736,0.042551,0.096474,0.110764,0.000445,0.162869,0.134428,0.234118,0.242170,0.006873,0.120623,0.015263,0.011259
0.154340,0.001298,1.000000,0.052369,0.091162,0.056217,0.000216,0.008965,0.014444,0.036480,0.010652,0.050757,0.140819,0.003550,0.000232,0.024022
0.025955,0.034736,0.052369,1.000000,0.069473,0.138461,0.018285,0.006356,0.003055,0.101542,0.015322,0.018169,0.069744,0.004179,0.000910,0.001684
0.004950,0.042551,0.091162,0.069473,1.000000,0.669031,0.002681,0.002513,0.009257,0.180175,0.111148,0.008898,0.013799,0.007592,0.000235,0.016561
0.040806,0.096474,0.056217,0.138461,0.669031,1.000000,0.001495,0.012734,0.079708,0.030108,0.121098,0.002901,0.028038,0.050289,0.003632,0.014189
0.022613,0.110764,0.000216,0.018285,0.002681,0.001495,1.000000,0.135102,0.038435,0.037465,0.001438,0.021990,0.007271,0.026643,0.146148,0.007824
0.001975,0.000445,0.008965,0.006356,0.002513,0.012734,0.135102,1.000000,0.000511,0.014182,0.007776,0.041742,0.018040,0.021655,0.005006,0.192431
0.299220,0.162869,0.014444,0.003055,0.009257,0.079708,0.038435,0.000511,1.000000,0.290316,0.055122,0.146558,0.037239,0.234361,0.119834,0.025821
0.031771,0.134428,0.036480,0.101542,0.180175,0.030108,0.037465,0.014182,0.290316,1.000000,0.010233,0.073742,0.016858,0.053212,0.023803,0.037194
0.028244,0.234118,0.010652,0.015322,0.111148,0.121098,0.001438,0.007776,0.055122,0.010233,1.000000,0.075839,0.038361,0.040503,0.000132,0.049792
0.077439,0.242170,0.050757,0.018169,0.008898,0.002901,0.021990,0.041742,0.146558,0.073742,0.075839,1.000000,0.004191,0.018441,0.210717,0.034673
0.300264,0.006873,0.140819,0.069744,0.013799,0.028038,0.007271,0.018040,0.037239,0.016858,0.038361,0.004191,1.000000,0.000956,0.039370,0.116001
0.117168,0.120623,0.003550,0.004179,0.007592,0.050289,0.026643,0.021655,0.234361,0.053212,0.040503,0.018441,0.000956,1.000000,0.007018,0.014774
0.012489,0.015263,0.000232,0.000910,0.000235,0.003632,0.146148,0.005006,0.119834,0.023803,0.000132,0.210717,0.039370,0.007018,1.000000,0.034379
0.044843,0.011259,0.024022,0.001684,0.016561,0.014189,0.007824,0.192431,0.025821,0.037194,0.049792,0.034673,0.116001,0.014774,0.034379,1.000000
