1.000000,0.210405,0.043153,0.577026,0.018452,0.028700,0.064734,0.038582,0.155157,0.002963,0.486289,0.128342,0.114150,0.219468,0.166870,0.060665
0.210405,1.000000,0.066240,0.224735,0.153155,0.030165,0.029121,0.025575,0.003246,0.002167,0.071636,0.001001,0.011598,0.147477,0.197429,0.206644
0.043153,0.066240,1.000000,0.006865,0.031202,0.030058,0.387471,0.074706,0.197516,0.043906,0.000040,0.162493,0.140755,0.243448,0.210680,0.002886
0.577026,0.224735,0.006865,1.000000,0.079846,0.068588,0.010286,0.024696,0.114332,0.001623,0.688246,0.043759,0.238389,0.060411,0.059716,0.070315
0.018452,0.153155,0.031202,0.079846,1.000000,0.012755,0.068253,0.072484,0.026764,0.036115,0.062901,0.000037,0.046494,0.035297,0.510765,0.124982
0.028700,0.030165,0.030058,0.068588,0.012755,1.000000,0.085789,0.009278,0.104692,0.033491,0.124249,0.365402,0.064480,0.017611,0.004865,0.220935
0.064734,0.029121,0.387471,0.010286,0.068253,0.085789,1.000000,0.064292,0.015591,0.071732,0.002376,0.342702,0.033342,0.434544,0.051951,0.226287
0.038582,0.025575,0.074706,0.024696,0.072484,0.009278,0.064292,1.000000,0.032990,0.142807,0.034718,0.111169,0.013218,0.135547,0.171664,0.066993
0.155157,0.003246,0.197516,0.114332,0.026764,0.104692,0.015591,0.032990,1.000000,0.392687,0.296806,0.127199,0.150157,0.051712,0.159746,0.014268
0.002963,0.002167,0.043906,0.001623,0.036115,0.033491,0.071732,0.142807,0.392687,1.000000,0.044170,0.066512,0.246527,0.221995,0.159288,0.057176
0.486289,0.071636,0.000040,0.688246,0.062901,0.124249,0.002376,0.034718,0.296806,0.044170,1.000000,0.031026,0.038739,0.024062,0.053200,0.069676
0.128342,0.001001,0.162493,0.043759,0.000037,0.365402,0.342702,0.111169,0.127199,0.066512,0.031026,1.000000,0.032217,0.020428,0.004464,0.293904
0.114150,0.011598,0.140755,0.238389,0.046494,0.064480,0.033342,0.013218,0.150157,0.246527,0.038739,0.032217,1.000000,0.000597,0.008078,0.011421
0.219468,0.147477,0.243448,0.060411,0.035297,0.017611,0.434544,0.135547,0.051712,0.221995,0.024062,0.020428,0.000597,1.000000,0.244519,0.244934
0.166870,0.197429,0.210680,0.059716,0.510765,0.004865,0.051951,0.171664,0.159746,0.159288,0.053200,0.004464,0.008078,0.244519,1.000000,0.254018
0.060665,0.206644,0.002886,0.070315,0.124982,0.220935,0.226287,0.066993,0.014268,0.057176,0.069676,0.293904,0.011421,0.244934,0.254018,1.000000
