1.000000,0.078125,0.066406,0.125000,0.285156,0.019531,0.003906,0.210938,0.097656,0.203125,0.195312,0.031250,0.128906,0.273438,0.167969,0.062500
0.078125,1.000000,0.007812,0.214844,0.070312,0.054688,0.554688,0.511719,0.207031,0.156250,0.082031,0.191406,0.203125,0.066406,0.039062,0.167969
0.066406,0.007812,1.000000,0.093750,0.257812,0.203125,0.050781,0.003906,0.003906,0.046875,0.058594,0.304688,0.113281,0.082031,0.117188,0.183594
0.125000,0.214844,0.093750,1.000000,0.453125,0.070312,0.246094,0.085938,0.187500,0.316406,0.039062,0.023438,0.144531,0.035156,0.082031,0.160156
0.285156,0.070312,0.257812,0.453125,1.000000,0.246094,0.070312,0.019531,0.007812,0.460938,0.031250,0.011719,0.078125,0.089844,0.023438,0.105469
0.019531,0.054688,0.203125,0.070312,0.246094,1.000000,0.000000,0.230469,0.042969,0.320312,0.222656,0.078125,0.003906,0.136719,0.070312,0.035156
0.003906,0.554688,0.050781,0.246094,0.070312,0.000000,1.000000,0.210938,0.292969,0.226562,0.039062,0.152344,0.042969,0.046875,0.000000,0.218750
0.210938,0.511719,0.003906,0.085938,0.019531,0.230469,0.210938,1.000000,0.164062,0.027344,0.488281,0.078125,0.050781,0.136719,0.308594,0.011719
0.097656,0.207031,0.003906,0.187500,0.007812,0.042969,0.292969,0.164062,1.000000,0.128906,0.097656,0.027344,0.062500,0.070312,0.187500,0.031250
0.203125,0.156250,0.046875,0.316406,0.460938,0.320312,0.226562,0.027344,0.128906,1.000000,0.031250,0.054688,0.218750,0.019531,0.089844,0.199219
0.195312,0.082031,0.058594,0.039062,0.031250,0.222656,0.039062,0.488281,0.097656,0.031250,1.000000,0.050781,0.105469,0.519531,0.062500,0.242188
0.031250,0.191406,0.304688,0.023438,0.011719,0.078125,0.152344,0.078125,0.027344,0.054688,0.050781,1.000000,0.050781,0.015625,0.031250,0.378906
0.128906,0.203125,0.113281,0.144531,0.078125,0.003906,0.042969,0.050781,0.062500,0.218750,0.105469,0.050781,1.000000,0.117188,0.085938,0.175781
0.273438,0.066406,0.082031,0.035156,0.089844,0.136719,0.046875,0.136719,0.070312,0.019531,0.519531,0.015625,0.117188,1.000000,0.015625,0.097656
0.167969,0.039062,0.117188,0.082031,0.023438,0.070312,0.000000,0.308594,0.187500,0.089844,0.062500,0.031250,0.085938,0.015625,1.000000,0.199219
0.062500,0.167969,0.183594,0.160156,0.105469,0.035156,0.218750,0.011719,0.031250,0.199219,0.242188,0.378906,0.175781,0.097656,0.199219,1.000000
