-285.051275,14.557362,-10.177971
-744.091835,-54.300827,11.646257
-66.791627,37.836773,5.331795
793.467305,14.432702,5.940444
-658.207460,-22.916076,9.844917
-582.354150,-38.215307,15.724705
-487.582338,-15.619326,2.876802
-73.886245,-16.358729,-0.868354
73.357544,25.598230,13.572059
-29.530651,29.229753,-9.667045
7.115017,11.868033,-12.179258
-340.809359,20.728760,-4.097612
-441.247952,-32.135443,-2.035858
-544.413156,-46.543155,11.286252
-429.748209,-27.507014,11.343132
-260.052625,-31.315042,8.068103
