1.000000,0.093750,0.078125,0.035156,0.023438,0.066406,0.050781,0.003906,0.402344,0.015625,0.046875,0.074219,0.218750,0.218750,0.042969,0.019531
0.093750,1.000000,0.000000,0.015625,0.039062,0.109375,0.027344,0.050781,0.093750,0.070312,0.210938,0.132812,0.000000,0.085938,0.046875,0.007812
0.078125,0.000000,1.000000,0.054688,0.058594,0.078125,0.000000,0.015625,0.011719,0.023438,0.007812,0.062500,0.074219,0.019531,0.031250,0.027344
0.035156,0.015625,0.054688,1.000000,0.105469,0.089844,0.050781,0.007812,0.007812,0.121094,0.011719,0.000000,0.050781,0.007812,0.011719,0.011719
0.023438,0.039062,0.058594,0.105469,1.000000,0.609375,0.003906,0.054688,0.011719,0.148438,0.132812,0.046875,0.023438,0.019531,0.000000,0.035156
0.066406,0.109375,0.078125,0.089844,0.609375,1.000000,0.007812,0.023438,0.058594,0.019531,0.117188,0.011719,0.054688,0.031250,0.007812,0.078125
0.050781,0.027344,0.000000,0.050781,0.003906,0.007812,1.000000,0.203125,0.050781,0.031250,0.031250,0.019531,0.011719,0.027344,0.097656,0.035156
0.003906,0.050781,0.015625,0.007812,0.054688,0.023438,0.203125,1.000000,0.015625,0.058594,0.031250,0.027344,0.031250,0.011719,0.019531,0.195312
0.402344,0.093750,0.011719,0.007812,0.011719,0.058594,0.050781,0.015625,1.000000,0.226562,0.097656,0.121094,0.042969,0.265625,0.109375,0.019531
0.015625,0.070312,0.023438,0.121094,0.148438,0.019531,0.031250,0.058594,0.226562,1.000000,0.011719,0.035156,0.046875,0.109375,0.039062,0.007812
0.046875,0.210938,0.007812,0.011719,0.132812,0.117188,0.031250,0.031250,0.097656,0.011719,1.000000,0.039062,0.039062,0.058594,0.007812,0.078125
0.074219,0.132812,0.062500,0.000000,0.046875,0.011719,0.019531,0.027344,0.121094,0.035156,0.039062,1.000000,0.027344,0.042969,0.226562,0.058594
0.218750,0.000000,0.074219,0.050781,0.023438,0.054688,0.011719,0.031250,0.042969,0.046875,0.039062,0.027344,1.000000,0.015625,0.042969,0.085938
0.218750,0.085938,0.019531,0.007812,0.019531,0.031250,0.027344,0.011719,0.265625,0.109375,0.058594,0.042969,0.015625,1.000000,0.003906,0.054688
0.042969,0.046875,0.031250,0.011719,0.000000,0.007812,0.097656,0.019531,0.109375,0.039062,0.007812,0.226562,0.042969,0.003906,1.000000,0.074219
0.019531,0.007812,0.027344,0.011719,0.035156,0.078125,0.035156,0.195312,0.019531,0.007812,0.078125,0.058594,0.085938,0.054688,0.074219,1.000000
